"","Name","JapaneseName","Station","FirstCategory","SecondCategory","DinnerPrice","LunchPrice","TotalRating","DinnerRating","LunchRating","ReviewNum","Lat","Long"
"282","Rejon  ","レジョン","Kawaramachi","French","Bistro","￥4000～￥4999","￥1000～￥1999",3.4,3.33,3.15,5,35.0043410421313,135.764696148361
"283","Maruichi  ","まるいち","Sanjo","Yakiniku (BBQ Beef)","Korean cuisine","￥4000～￥4999",NA,3.02,3.02,NA,13,35.0076641169787,135.770246645503
"284","Osakenobijutsukan  ","お酒の美術館 河原町三条店","Kyoto Shiyakusho Mae","Bar","Dining bar","￥1000～￥1999","￥1000～￥1999",3.06,3.06,3.04,6,35.0085134524901,135.769211136841
"285","wainandooyasaibarubejibaru  ","ワイン＆お野菜バル ベジバル","Shijo","Italian","Wine bar","￥4000～￥4999","￥2000～￥2999",3.51,3.51,3.24,33,35.0027690463108,135.756766378431
"286","kaitoshirowainnobarukakimaru  ","貝と白ワインのバル KAKIMARU 綾小路店","Kawaramachi","Bar","Izakaya (Tavern)","￥3000～￥3999",NA,3.31,3.31,NA,10,35.00251012759,135.764738173613
"287","Yudoufutakemura  ","湯どうふ 竹むら","Arashiyama","Tofu","Yuba","￥3000～￥3999","￥3000～￥3999",3.5,3.18,3.52,47,35.0174861567175,135.676820063458
"288","ajiromanishigamatei  ","味浪漫いしがま亭","Gion Shijo","Izakaya (Tavern)","Kyoto Cuisine","￥4000～￥4999","￥1000～￥1999",3.12,3.07,3.21,27,35.0021249893934,135.770370779114
"289","Giombansankyoushoku  ","祇園 晩餐 京色","Gion Shijo","Izakaya (Tavern)","Tempura","￥5000～￥5999",NA,3,3,NA,5,35.0047439357398,135.773794540857
"290","Kyouhorumonhana  ","京ホルモン花","Kujo","Izakaya (Tavern)","Horumon (BBQ Offel)","￥2000～￥2999",NA,3.06,3.06,NA,10,34.9816927982727,135.758354384477
"291","Bar PLAYGROUND  ","バル　プレイグラウンド","Imadegawa","Bar","Wine bar","￥3000～￥3999","￥1000～￥1999",3.06,3.06,3.05,2,35.0295642817079,135.754755257071
"292","Kyameron  ","キャメロン","Kawaramachi","Steak","French","￥6000～￥7999","￥2000～￥2999",3.07,3,3.08,50,35.0007170141562,135.766347289201
"293","Sumibikazuya  ","炭火 かず家","Kawaramachi","Izakaya (Tavern)","Seafood","￥3000～￥3999",NA,3.51,3.51,3.06,21,35.0050144006436,135.770260932981
"294","Kandumebaruamichi  ","缶詰BAL Amici","Karasuma","Bar","Izakaya (Tavern)","￥3000～￥3999"," ～￥999",3.05,3.06,NA,2,35.0063553793326,135.7549885285
"295","Ikkakujuu  ","いっかくじゅう 烏丸店","Shijo","Izakaya (Tavern)","Teppanyaki","￥3000～￥3999",NA,3.29,3.29,3,17,35.0024820185196,135.761502332533
"296","Jounetsushokusaikyoushoku  ","情熱食彩 京色","Kawaramachi","Seafood","Kyoto Cuisine","￥4000～￥4999",NA,3.08,3.08,3.08,31,35.0033479812571,135.766979284898
"297","Yakinikumarutomi  ","焼肉まる富 四条河原町店","Kawaramachi","Yakiniku (BBQ Beef)","Izakaya (Tavern)","￥4000～￥4999","￥1000～￥1999",3.06,3.06,NA,3,35.0035826018361,135.769831034607
"298","toriiebisu  ","魚里ゐ夷","Kyoto","Seafood","Izakaya (Tavern)","￥4000～￥4999",NA,3.51,3.51,3.07,20,34.9828907544875,135.76000280353
"299","Kyoutokeburikawa  ","京都・烟河","  Kameoka","Ryokan","Auberge","￥8000～￥9999","￥2000～￥2999",3.42,3.49,3.45,27,35.0218892615986,135.499870945225
"300","Gionyamamoto  ","祇園 山本","Gion Shijo","Kaiseki (Traditional Japanese)","Kyoto Cuisine","￥10000～￥14999","￥10000～￥14999",3.06,3.06,3.05,2,35.0053383546023,135.775969888382
"301","Kappouyoshizen  ","割烹 吉膳","Gion Shijo","Kappo (Traditional Japanese)","Kaiseki (Traditional Japanese)","￥10000～￥14999","￥10000～￥14999",3.58,3.56,3.5,16,35.0014552168919,135.779293680016
"302","Nikuryouritobatoyo  ","肉料理 とばとよ","Karasuma","Beef dishes","Wine bar","￥4000～￥4999"," ～￥999",3.04,3.04,NA,3,35.0064328735181,135.755130179835
"303","jikidoukagura  ","食堂 かぐら","Nijojo Mae","Kappo (Traditional Japanese)","Izakaya (Tavern)","￥4000～￥4999",NA,3.04,3.04,NA,2,35.0121961386775,135.754713004686
"304","itaria-nasagura  ","italiana SAGRA","Gion Shijo","Italian","Wine bar","￥8000～￥9999","￥3000～￥3999",3.59,3.6,3.52,76,35.0045350229217,135.771145326048
"305","Puranchaken  ","プランチャー健","Gion Shijo","Steak","Creative cuisine","￥8000～￥9999",NA,3.53,3.53,NA,10,35.0042977378753,135.776475880344
"306","Bansankyoushoku  ","BANSAN 京色","Karasuma","Yakitori (Grilled chicken)","Izakaya (Tavern)","￥3000～￥3999",NA,3.31,3.31,NA,23,35.0040813327449,135.76384067581
"307","Azuki  ","あずき","Keihan Yamashina","Izakaya (Tavern)","Seafood","￥4000～￥4999",NA,3,3,NA,23,34.9901706761905,135.816001428781
"308","Ichibakouji  ","市場小路 ジェイアール京都伊勢丹店","Kyoto","Dining bar","Creative cuisine","￥4000～￥4999","￥1000～￥1999",3.5,3.45,3.2,68,34.9858523371143,135.757423992455
"309","Sumikatominokouji  ","棲家・富小路","Kawaramachi","Izakaya (Tavern)","Seafood","￥3000～￥3999",NA,3.52,3.52,3.05,60,35.0043096613632,135.764968904931
"310","zensekikoshitsuizakayasakurakomachi  ","全席個室居酒屋 桜小町 四条烏丸店","Kawaramachi","Izakaya (Tavern)","Seafood","￥3000～￥3999",NA,3,3,NA,5,35.0038544390544,135.765356949219
"311","Imomatsu  ","いも松","Kyoto","Izakaya (Tavern)","Motsu Nabe (Offel Hot Pot)","￥3000～￥3999",NA,3.07,3.07,NA,9,34.9893468710734,135.756372811629
"312","Rakuchin  ","楽珍","Gion Shijo","Kushi-age (Fried Skewer)","Japanese food (other)","￥6000～￥7999",NA,3.31,3.31,NA,5,35.0045670238658,135.774575873002
"313","Mogu piatti  ","モグピアッティ","Karasuma Oike","Italian","Bar","￥3000～￥3999","￥1000～￥1999",3.04,3.04,NA,4,35.0085049812238,135.761262630687
"314","sute-kihausupondo  ","ステーキハウス 听 四条河原町店","Kawaramachi","Steak","Western Food (Other)","￥5000～￥5999","￥1000～￥1999",3.31,3.27,3.1,40,35.0039567310859,135.769979893907
"315","Taichirouya  ","たいちろうや","Nishikyogoku","Izakaya (Tavern)","Seafood","￥5000～￥5999",NA,3.05,3.05,NA,3,34.991173868241,135.718639746247
"316","Yakinikuhorumongyuuteruryourianiki  ","焼肉ホルモン・牛テール料理　あにき","Shijo Omiya","Yakiniku (BBQ Beef)","Horumon (BBQ Offel)","￥3000～￥3999"," ～￥999",3.14,3.14,3.12,14,35.0033891092207,135.743624608845
"317","shioriya  ","栞屋 烏丸仏光寺店","Shijo","Izakaya (Tavern)","Seafood","￥4000～￥4999",NA,3.01,3,3.02,25,35.001216019068,135.760142503755
"318","Bar MICHIya  ","Bar MICHIya","Sanjo","Bar","Bar","￥3000～￥3999",NA,3.26,3.26,NA,46,35.0092109015368,135.77056488119
"319","Kushidainigusumiyakiromanya  ","浪漫家 四条烏丸店","Shijo","Izakaya (Tavern)","Yakitori (Grilled chicken)","￥3000～￥3999",NA,3.03,3.03,NA,14,35.0039426316597,135.757840347188
"320","Daniel's Luce   ","Daniel's Luce ","Kyoto","Italian",NA,"￥3000～￥3999",NA,3.04,3.04,NA,2,34.9877804938527,135.759120984966
"321","Trattoria La Voce  ","トラットリア ラ・ヴォーチェ","Karasuma","Italian","Pasta","￥4000～￥4999","￥1000～￥1999",3.5,3.13,3.53,76,35.0046017230065,135.757564228663
"322","Saketosakanatootokomaeshokudou  ","酒と魚とオトコマエ食堂","Kyoto","Izakaya (Tavern)","Seafood","￥3000～￥3999","￥3000～￥3999",3,3,3.03,5,34.9876927501597,135.760535038236
"323","Karyou  ","迦陵","Gion Shijo","Kyoto Cuisine","Kaiseki (Traditional Japanese)","￥10000～￥14999","￥5000～￥5999",3.68,3.72,3.71,56,35.0017880519702,135.774576246268
"324","Kyoutotawahoteruokujoubiagaden  ","京都タワーホテル 屋上ビアガーデン","Kyoto","Beer garden","BBQ","￥3000～￥3999","￥4000～￥4999",3.04,3.04,3.01,15,34.9874299906819,135.759973708063
"325","kyouchabana  ","京ちゃばな 南新町店","Kyoto","Okonomiyaki","Izakaya (Tavern)","￥2000～￥2999",NA,3.12,3.12,NA,23,34.9890817057776,135.756957771377
"326","giwonizakayamomojirou  ","祗園 居酒屋 桃次郎 総本店","Gion Shijo","Izakaya (Tavern)","Seafood","￥5000～￥5999",NA,3.04,3.04,NA,15,35.0058602258918,135.774977446776
"327","zeppinryokuchadashishabunoomiseiemon  ","絶品 緑茶だししゃぶのお店 煎右衛門","Kyoto","Izakaya (Tavern)","Japanese food (other)","￥3000～￥3999",NA,3.06,3.06,NA,5,34.9894075723193,135.760854377206
"328","Kyo gastronomy KOZO  ","Kyo gastronomy KOZO","Marutamachi","French","Kyoto Cuisine","￥6000～￥7999","￥3000～￥3999",3.06,3.06,3.06,12,35.0163828159497,135.765054453067
"329","Teramachihambagugokurakutombo  ","寺町ハンバーグ 極楽蜻蛉","Kyoto Shiyakusho Mae","Hamburger Steak","Western Cuisine","￥3000～￥3999","￥1000～￥1999",3.04,3.03,3.04,6,35.0141669829842,135.767409637268
"330","Karasumarugenkiichiba  ","烏丸元気市場","Karasuma Oike","Izakaya (Tavern)","Seafood","￥3000～￥3999",NA,3.04,3.05,NA,12,35.0103744674258,135.759198271613
"331","Ikkon  ","いっこん","Nijojo Mae","Kappo (Traditional Japanese)",NA,"￥4000～￥4999",NA,3.06,3.06,NA,4,35.0112701139966,135.753990607315
"332","Taketorineo  ","竹とりNEO","Kuramaguchi","Izakaya (Tavern)","Yakitori (Grilled chicken)","￥4000～￥4999",NA,3.15,3.15,NA,11,35.0378468163278,135.759746961168
"333","kyouyasaitosousakuryourinakaya  ","京野菜と創作料理 中家","Saiin","Izakaya (Tavern)","Dandan noodles","￥3000～￥3999",NA,3.04,3.04,NA,12,35.0023578901548,135.731129582924
"334","Grelot  ","グレロ","Gion Shijo","French","Western Cuisine","￥6000～￥7999","￥3000～￥3999",3.45,3.23,3.24,16,35.0018373086887,135.774166588229
"335","kyoutoteppantachibana  ","京都 鉄板 たちばな","Shijo","Teppanyaki","Okonomiyaki","￥3000～￥3999"," ～￥999",3.03,3.03,3.02,11,35.0014512421299,135.758450411231
"336","Itameshioriva  ","イタメシOliva","Gion Shijo","Italian","Bar","￥3000～￥3999",NA,3.27,3.27,NA,5,35.0057597431616,135.771006226111
"337","CRAFT BEER & PIZZA 100K HYAKKEI  ","クラフトビール&ピザ 100K","Kyoto","Italian","Pizza","￥1000～￥1999"," ～￥999",3,3,3,8,34.9893520231614,135.760880488706
"338","Shunsaidaininguitokoya  ","旬菜ダイニング eーとこ屋","Sanjo","Izakaya (Tavern)","Vegetable dishes","￥3000～￥3999",NA,3.06,3.06,NA,4,35.0074399660058,135.769772528532
"339","Izakayaanji  ","居酒屋 あんじ 烏丸六角店","Karasuma Oike","Izakaya (Tavern)","Seafood","￥3000～￥3999",NA,3.45,3.45,NA,67,35.0072117782955,135.760809394537
"340","Bankokugaden  ","バンコクガーデン","Marutamachi","Thailand cooking","Thai Curry","￥2000～￥2999"," ～￥999",3.08,3.02,3.09,34,35.0157125849768,135.763629880014
"341","Yakinikubaruyaruki  ","焼肉バル やる気 四条河原町店","Kawaramachi","Yakiniku (BBQ Beef)","Bar","￥3000～￥3999",NA,3.06,3.06,NA,4,35.0054373353702,135.769367061125
"342","Osuteriaebaruporenta  ","オステリア エ バール ポレンタ","Kawaramachi","Italian","Wine bar","￥5000～￥5999",NA,3.53,3.52,3.08,22,35.0006859178841,135.767006402561
"343","Tajimaya  ","但馬屋 京都ヨドバシ店","Kyoto","Shabu Shabu (Japanese Steamboat)","Sukiyaki","￥2000～￥2999"," ～￥999",3,3.01,3,26,34.9880843488581,135.759041810885
"344","Torisei  ","鳥せい 京都タワーサンド店","Kyoto","Izakaya (Tavern)","Yakitori (Grilled chicken)","￥2000～￥2999"," ～￥999",3.16,3.15,3.07,21,34.9875610768654,135.75934930944
"345","Old School wine and spirits  ","Old School wine and spirits","Kyoto Shiyakusho Mae","Dining bar","Bar","￥3000～￥3999",NA,3.06,3.06,NA,6,35.0120894040715,135.76607262174
"346","Tsubakurosupponshokudou  ","ツバクロ　すっぽん食堂   京都店","Sanjo","Suppon (Soft-shelled Turtle)","Hot Pot (other)","￥4000～￥4999",NA,3.09,3.09,NA,23,35.0102819004551,135.770700098427
"347","Rudensu  ","ルーデンス","Marutamachi","Italian","Vegetable dishes","￥10000～￥14999","￥5000～￥5999",3.46,3.46,3.06,4,35.0139657947104,135.761760115723
"348","zensekikoshitsuizakayataketorigoten  ","全席個室居酒屋 竹取御殿 山科駅直結店","Keihan Yamashina","Izakaya (Tavern)","Yakitori (Grilled chicken)","￥3000～￥3999",NA,3,3,NA,6,34.9915094340712,135.816699086979
"349","Arata  ","あらた 四条堀川店","Omiya","Okonomiyaki","Teppanyaki","￥2000～￥2999"," ～￥999",3.3,3.3,NA,3,35.0037826261259,135.752575088963
"350","Hachisei  ","八清","Tambaguchi","Kyoto Cuisine","Kaiseki (Traditional Japanese)","￥6000～￥7999","￥2000～￥2999",3.02,3.03,3.02,4,34.9951733748197,135.746687788271
"351","Sentojemusukurabu  ","SENT JAMES CLUB 本店","Gion Shijo","Bar",NA,"￥2000～￥2999",NA,3.09,3.1,3.02,47,35.0028213092513,135.770682665597
"352","Kyoutonishikitempurasakabataneshichi  ","京都 錦 天ぷら酒場 たね七","Karasuma","Tempura","Izakaya (Tavern)","￥2000～￥2999"," ～￥999",3.06,3.06,3.06,12,35.0047299012145,135.763226478858
"353","Roti Chicken&Jackie Tacos  ","ロテイー チキンアンドジャッキー タコス","Shijo","Mexico cuisine","Bar","￥2000～￥2999","￥1000～￥1999",3.53,3.5,3.52,67,35.0004287056027,135.760199999643
"354","Gurugurudon  ","グルグルどん","Nijo","Okonomiyaki","Teppanyaki","￥2000～￥2999"," ～￥999",3.05,3.05,NA,1,35.0123167108515,135.740500012855
"355","Rohan  ","露飯","Karasuma","Izakaya (Tavern)","Seafood","￥2000～￥2999",NA,3.05,3.05,NA,11,35.0052369832686,135.760451459631
"356","Jukuseiyakinikupondo  ","熟成焼肉 听 京都駅前店","Kyoto","Yakiniku (BBQ Beef)","Horumon (BBQ Offel)","￥5000～￥5999","￥1000～￥1999",3.13,3.12,3.06,14,34.9891072870517,135.758586801575
"357","kyoumachiyaitarianronkusu  ","京町家イタリアンろんくす","Kawaramachi","Italian","Sumibiyaki","￥5000～￥5999","￥2000～￥2999",3,3,3.05,15,35.0003212201544,135.766175377257
"358","Shunkouhinaka  ","旬肴　ひなか","Gion Shijo","Kappo (Traditional Japanese)","Kyoto Cuisine","￥5000～￥5999",NA,3.05,3.05,NA,9,35.0048563722425,135.770847835959
"359","Fujiwara  ","ふじ原","Gion Shijo","Kappo (Traditional Japanese)","Kyoto Cuisine","￥10000～￥14999",NA,3.55,3.54,3.12,20,35.0045742678926,135.77586854309
"360","Tarou  ","太郎","Imadegawa","Kappo (Traditional Japanese)","Seafood","￥3000～￥3999"," ～￥999",3.02,3.03,NA,6,35.0242467837948,135.754118610327
"361","Osakekafepuchipuchi  ","おさけcafe petit * petit","Kawaramachi","Nihonshu (Japanese sake)","Cafe","￥2000～￥2999",NA,3.05,3.05,NA,4,35.0065819395963,135.766187032479
"362","MAWARI  ","近江牛食べ放題 焼肉 囘 河原町店","Kawaramachi","Yakiniku (BBQ Beef)","Korean cuisine","￥3000～￥3999",NA,3,3,NA,9,35.0065861638027,135.769507034336
"363","Oumiyaseiemon  ","近江屋清右衛門","Marutamachi","European-style Curry","Curry rice","￥1000～￥1999","￥1000～￥1999",3.54,3.3,3.53,97,35.0175594520648,135.754607766489
"364","Sanji  ","さんじ","Marutamachi","Izakaya (Tavern)","Japanese food (other)","￥3000～￥3999"," ～￥999",3.05,3.05,NA,13,35.013811914261,135.761300994272
"365","Kyouryourimaiko  ","京料理 舞妓","Gion Shijo","Kyoto Cuisine","Kaiseki (Traditional Japanese)","￥6000～￥7999","￥3000～￥3999",3.01,3.01,NA,9,35.002949205254,135.774788811343
"366","waingurashiori  ","Wine蔵しおり","Kyoto","Wine bar","Izakaya (Tavern)","￥4000～￥4999",NA,3,3,NA,2,34.9891792115284,135.757884078847
"367","HOMURA  ","あかやしろ 焔","Sai","Yakiniku (BBQ Beef)","Horumon (BBQ Offel)","￥4000～￥4999",NA,3.28,3.28,NA,28,35.0034547821889,135.734845890448
"368","Wine Bar Musée  ","ワインバー ミュゼ","Karasuma","Wine bar","Italian","￥6000～￥7999",NA,3.21,3.21,NA,22,35.0042900870239,135.757412588939
"369","Gokoumachiono  ","御幸町ONO","Kawaramachi","Izakaya (Tavern)","Oden","￥4000～￥4999",NA,3.22,3.22,3.04,6,35.0041808090447,135.766273524737
"370","Hamachou  ","浜町","Sanjo","Kaiseki (Traditional Japanese)","Izakaya (Tavern)","￥5000～￥5999","￥4000～￥4999",3.47,3.47,NA,51,35.0092758869736,135.770129081058
"371","osakenobijutsukankyoutosanjoukarasumaretoropabu  ","お酒の美術館 京都三条烏丸レトロパブ","Karasuma Oike","Bar","Pub","￥1000～￥1999"," ～￥999",3.07,3.07,3.08,14,35.0088371264815,135.758890312416
"372","Sumibiyakinikuou  ","炭火焼肉 王","Nishioji Sanjo","Korean cuisine","Yakiniku (BBQ Beef)","￥5000～￥5999",NA,3.06,3.07,NA,8,35.0098315859985,135.734037330666
"373","Kichiri  ","KICHIRI 河原町","Kawaramachi","Izakaya (Tavern)","Dining bar","￥3000～￥3999",NA,3.02,3.02,NA,31,35.0058020791253,135.769399579361
"374","kyouyakiyomizuhonke  ","京家 きよみず 本家","Karasuma","Izakaya (Tavern)","Kyoto Cuisine","￥3000～￥3999",NA,3.41,3.41,NA,20,35.002351241466,135.763923526363
"375","Itariankuatoro  ","ITALIAN QUATRO 京都駅前店","Kyoto","Italian",NA,"￥3000～￥3999","￥1000～￥1999",3.04,3,3.06,45,34.987430208611,135.75654871472
"376","fu-zuba-shioriya  ","Foods bar 栞屋","Fushimi Momoyama","Izakaya (Tavern)","Seafood","￥3000～￥3999","￥1000～￥1999",3.08,3.09,3.02,27,34.9322170439724,135.762067187416
"377","SinSin  ","飲茶BAR シンシン","Shijo","Bar","Chinese","￥2000～￥2999",NA,3.14,3.14,NA,9,35.0042709223101,135.757407034727
"378","Kyoukarasuma  ","KYOU 饗 Karasuma","Marutamachi","Kappo (Traditional Japanese)","Shabu Shabu (Japanese Steamboat)","￥5000～￥5999","￥2000～￥2999",3.04,3.01,3.05,3,35.0170448658086,135.759240738747
"379","konana  ","こなな 四条店","Karasuma","Pasta","Cafe","￥1000～￥1999","￥1000～￥1999",3,3.05,3,21,35.0048187081379,135.761222248208
"380","Eijuan  ","栄寿庵","Kyoto","Kyoto Cuisine","Kaiseki (Traditional Japanese)","￥5000～￥5999","￥2000～￥2999",3,3.04,3,6,34.9868944053945,135.754991924237
"381","Youfuushuzenumakarou  ","洋風酒膳うまかろう","Higashi Muko","Izakaya (Tavern)","Dining bar","￥2000～￥2999",NA,3,3,NA,1,34.9523586518418,135.707107768878
"382","kyoutogyuukaisekiinayoshi  ","京都牛懐石 稲吉","Gion Shijo","Kaiseki (Traditional Japanese)","Beef dishes","￥10000～￥14999","￥3000～￥3999",3.52,3.5,3.38,36,35.0061859589746,135.771232742776
"383","Sumibikushiyakitsujiya  ","炭火串焼 つじや 本店","Marutamachi","Yakitori (Grilled chicken)","Izakaya (Tavern)","￥3000～￥3999"," ～￥999",3.19,3.14,3.1,29,35.0147078952308,135.759336949466
"384","Koji  ","Cozy","Nijojo Mae","Western Cuisine","Buffet style","￥4000～￥4999","￥2000～￥2999",3.21,3.06,3.39,60,35.0126843848362,135.752712037275
"385","Iharada  ","いはら田","Tambaguchi","Kyoto Cuisine","Kaiseki (Traditional Japanese)","￥10000～￥14999",NA,3.91,3.91,NA,52,34.9905304922927,135.732212095897
"386","gionkurashita  ","祇園 くらした","Gion Shijo","Kyoto Cuisine","Kaiseki (Traditional Japanese)","￥10000～￥14999","￥3000～￥3999",3.39,3.41,3.02,20,35.0024242162741,135.775650326871
"387","Furenchimanjunia  ","フレンチマンJr","Shijo","Bistro","Seafood","￥3000～￥3999",NA,3.39,3.34,3.12,9,35.0021886585341,135.758180121949
"388","Kaisen  ","海鮮","Kawaramachi","Izakaya (Tavern)","Seafood","￥2000～￥2999","￥2000～￥2999",3.04,3.04,NA,3,35.0064297939584,135.769639808287
"389","Karibunoutage  ","カリブの宴","Okubo","Yakitori (Grilled chicken)","Kushi-age (Fried Skewer)","￥4000～￥4999",NA,3.03,3.04,NA,5,34.872628137959,135.776882179013
"390","Teppou  ","てっぽう","Fushimi","Izakaya (Tavern)","Hot Pot (other)","￥4000～￥4999",NA,3.06,3.06,NA,9,34.9464657545857,135.759598958588
"391","Kyouryouriyumekaisekitaniguchi  ","京料理夢懐石 谷ぐち","Marutamachi","Kyoto Cuisine","Kaiseki (Traditional Japanese)","￥6000～￥7999","￥4000～￥4999",3.51,3.51,3.5,6,35.0169202593955,135.765107757229
"392","Kinnotsubasaerudoru  ","金の翼 エルドール","Karasuma","Izakaya (Tavern)","Korean cuisine","￥3000～￥3999","￥1000～￥1999",3,3.01,3,23,35.0048165080561,135.762476310827
"393","Umekoujikorabo  ","梅小路コラボ","Tambaguchi","Italian","Pasta","￥3000～￥3999","￥1000～￥1999",3.06,3,3.06,11,34.9895269742883,135.743251111435
"394","Yoshina  ","よし菜","Sanjo","Kyoto Cuisine","Kaiseki (Traditional Japanese)","￥5000～￥5999",NA,3.51,3.51,NA,33,35.0067497862069,135.771155501009
"395","Zakicchinsaruvatorekuomo  ","ザ キッチン サルヴァトーレ クオモ 京都","Kyoto","Italian","Cafe","￥3000～￥3999","￥1000～￥1999",3.49,3.37,3.48,196,34.9858523371143,135.757423992455
"396","Kyounosakanakatsugi  ","京の魚 擔","Gion Shijo","Kappo (Traditional Japanese)","Seafood","￥5000～￥5999","￥3000～￥3999",3.06,3.06,NA,3,35.0046911089201,135.77066341444
"397","Kawamuraryourihei  ","川村料理平 御幸町店","Kawaramachi","Izakaya (Tavern)","Japanese food (other)","￥3000～￥3999","￥1000～￥1999",3.07,3,3.08,24,35.0052540277354,135.766282085724
"398","Kyoutokimurayahonten  ","京都木村屋本店","Kyoto","Izakaya (Tavern)","Motsu Nabe (Offel Hot Pot)","￥3000～￥3999","￥1000～￥1999",3,3,3.03,48,34.9860593144037,135.760571777058
"399","Kyouyakiyomizu  ","京家 きよみず 木屋町","Kawaramachi","Izakaya (Tavern)","Kyoto Cuisine","￥3000～￥3999",NA,3.3,3.3,NA,7,35.0045697208568,135.769967366724
"400","Tsushima  ","対馬","Shijo Omiya","Izakaya (Tavern)","Seafood","￥1000～￥1999","￥3000～￥3999",3.5,3.47,3.12,18,35.0050820424849,135.74699008473
"401","Sherikurabu  ","しぇりークラブ 京都･石塀小路","Gion Shijo","Bar","Spain","￥5000～￥5999",NA,3.39,3.39,NA,21,35.0009147102712,135.778785413781
"402","kaisekifuransuryourigurumantachibana  ","懐石フランス料理 グルマン橘","Kyoto","French","Western Cuisine","￥8000～￥9999","￥4000～￥4999",3.18,3,3.39,12,34.9861619402937,135.752504664528
"403","THE ROCKIN' HEARTS  ","ザ・ロッキンハーツ","Uji","Dining bar","Curry rice","￥1000～￥1999"," ～￥999",3.07,3.05,3.08,11,34.889690747805,135.801008073854
"404","wainshokudouumiusagi  ","ワイン食堂UmiUsagi","Karasuma","Italian","Wine bar","￥4000～￥4999","￥1000～￥1999",3.13,3.13,NA,21,35.0027436993863,135.763917675446
"405","Soufuku  ","素福","Sanjo","Steak","Teppanyaki","￥8000～￥9999",NA,3.03,3.03,NA,5,35.01012486175,135.770703160959
"406","Baruagiyao  ","バル agiyao","Gojo","Bar","Seafood","￥5000～￥5999",NA,3.57,3.57,3.05,15,34.9966270833216,135.761165130109
"407","Danieruzusore  ","ダニエルズソーレ","Karasuma","Italian","Pizza","￥3000～￥3999","￥1000～￥1999",3.21,3.05,3.37,51,35.0054531107256,135.762710706494
"408","Shuuhou  ","秀峰","Kujo","Yakiniku (BBQ Beef)","Horumon (BBQ Offel)","￥5000～￥5999",NA,3.06,3.06,NA,6,34.9757873237877,135.758639077176
"409","Amakudoparadhikambaikan  ","アマーク ド パラディ 寒梅館 ","Imadegawa","Cafe","Italian","￥3000～￥3999"," ～￥999",3.39,3.1,3.32,59,35.0313325028615,135.759160643125
"410","Shikisaishiwori  ","四季彩しをり","Gion Shijo","Kyoto Cuisine","Seafood","￥5000～￥5999","￥2000～￥2999",3.2,3.2,NA,6,35.0027274293996,135.770625174694
"411","Kyouwazentainotai  ","京和膳 鯛廼鯛","Karasuma","Kyoto Cuisine","Kaiseki (Traditional Japanese)","￥5000～￥5999","￥2000～￥2999",3.42,3.23,3.39,3,35.0062114378682,135.757938580376
"412","Nagamegawapontochouhana  ","眺河　先斗町～華～","Gion Shijo","Kaiseki (Traditional Japanese)","Tofu","￥5000～￥5999","￥3000～￥3999",3.56,3.55,3.35,36,35.0046055709265,135.771145045046
"413","mekishikandaininguabokado  ","Mexican Dining AVOCADO  京都店","Sanjo","Mexico cuisine","Cafe","￥3000～￥3999","￥1000～￥1999",3.14,3.08,3.22,58,35.0087559447513,135.770252983596
"414","nikubaruginjirou  ","肉バル銀次郎 京都駅前西店","Kyoto","Bar","Steak","￥3000～￥3999",NA,3.49,3.49,NA,17,34.9891336592539,135.757792977399
"415","Kyoutofushimigura  ","京都伏見蔵 烏丸別邸","Karasuma","Izakaya (Tavern)","Seafood","￥3000～￥3999",NA,3.05,3.05,NA,5,35.0027396972202,135.762725866889
"416","yakinikuyaruki  ","焼肉やる気 西大路五条店","Saiin","Yakiniku (BBQ Beef)","Izakaya (Tavern)","￥2000～￥2999",NA,3,3,NA,30,34.9977514521275,135.731914452052
"417","yakinikuyaruki  ","焼肉やる気 河原町店","Sanjo","Yakiniku (BBQ Beef)","Izakaya (Tavern)","￥2000～￥2999",NA,3.04,3.04,NA,19,35.0079462997711,135.769717232034
"418","Aburiya  ","焙屋","Nishikyogoku","Yakiniku (BBQ Beef)","Izakaya (Tavern)","￥4000～￥4999",NA,3.15,3.15,NA,13,35.0003577472119,135.710698316273
"419","nikudokoroikkou  ","肉処 一幸","Marutamachi","Yakiniku (BBQ Beef)","Korean cuisine","￥4000～￥4999"," ～￥999",3.04,3.04,3.03,12,35.0174966548827,135.75311233802
"420","yakinikuyaruki  ","焼肉やる気 新堀川本店","Fushimi","Yakiniku (BBQ Beef)","Izakaya (Tavern)","￥2000～￥2999",NA,3.02,3.02,NA,21,34.9444605611656,135.752149669573
"421","LOBUTA  ","ろぶた","Mototanaka","Izakaya (Tavern)","Korean cuisine","￥2000～￥2999",NA,3.05,3.06,NA,2,35.0336198658327,135.78122509425
"422","OICHO  ","おいちょ","Kiyomizu Gojo","Fowl","Hot Pot (other)","￥3000～￥3999",NA,3.09,3.09,3.07,30,34.9994718807524,135.766988126642
"423","teppanyakiaoi  ","鉄板焼　葵","Kyoto","Teppanyaki","Japanese food (other)","￥10000～￥14999","￥4000～￥4999",3.09,3.07,3.15,11,34.9861624957947,135.752504942257
"424","yakinikuyaruki  ","焼肉やる気 山科店","Nagitsuji","Yakiniku (BBQ Beef)","Korean cuisine","￥2000～￥2999",NA,3.01,3.01,NA,24,34.9716026244763,135.813007137899
